,sentence,word,label,start,end,sure
970,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,71,74,False
971,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,107,110,False
972,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,123,126,False
973,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,150,153,False
974,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,225,228,False
975,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,249,252,False
976,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,284,287,False
977,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,367,370,False
978,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,395,398,False
979,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",you,Biological Kind,418,421,False
981,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",I,Biological Kind,4,5,False
982,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",I,Biological Kind,166,167,False
983,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",I,Biological Kind,183,184,False
984,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",I,Biological Kind,266,267,False
985,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",I,Biological Kind,312,313,False
986,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,1,2,False
987,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,2,3,False
988,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,24,25,False
989,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,28,29,False
990,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,90,91,False
991,"All I'm askin' is for a little respect when you come home Hey babyWhen you get homeMister l ain't gonna do you wrong while you're gone ain't gonna do you wrong cause I don't wannaAll I'm askin'LAWis for a little respect When you come home Baby When you get homeYeah I'm about to give you all of my money And all I'm askin'in returnhoney ls to give me my profits When you get home Yeah, babyWhen you get home Yeah Ooh, your kisses sweeter than honeyAnd guess what?",l,Biological Kind,120,121,False
