label,input,output
Non-Living Kind,"Stir in chocolate chips (and chopped nuts, if desired).",[]
Normative Feature,"Stir in chocolate chips (and chopped nuts, if desired).",[]
Perceptual,"Stir in chocolate chips (and chopped nuts, if desired).",['chopped']
Social Kind/Role,"Stir in chocolate chips (and chopped nuts, if desired).",[]
Anthropomorphized,"Stir in chocolate chips (and chopped nuts, if desired).",[]
Artifacts,Give it clean water.,[]
Behavioral,Give it clean water.,['Give']
Biological Kind,Give it clean water.,[]
Mental State,Give it clean water.,[]
Non-Living Kind,Give it clean water.,['water']
Normative Feature,Give it clean water.,[]
Perceptual,Give it clean water.,['clean']
Social Kind/Role,Give it clean water.,[]
Anthropomorphized,Give it clean water.,[]
Artifacts,Elizabeth decided to chase the dragon and get Ronald back.,[]
Behavioral,Elizabeth decided to chase the dragon and get Ronald back.,"['get', 'chase']"
Biological Kind,Elizabeth decided to chase the dragon and get Ronald back.,"['Elizabeth', 'dragon', 'Ronald']"
Mental State,Elizabeth decided to chase the dragon and get Ronald back.,['decided']
Non-Living Kind,Elizabeth decided to chase the dragon and get Ronald back.,[]
Normative Feature,Elizabeth decided to chase the dragon and get Ronald back.,[]
Perceptual,Elizabeth decided to chase the dragon and get Ronald back.,[]
Social Kind/Role,Elizabeth decided to chase the dragon and get Ronald back.,[]
Anthropomorphized,Elizabeth decided to chase the dragon and get Ronald back.,[]
Artifacts,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.","['letter', 'letters', 'word']"
Behavioral,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.","['watched', 'said', 'sat', 'perform', 'help', 'saying', 'judge']"
Biological Kind,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.",[]
Mental State,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.",['need']
Non-Living Kind,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.",[]
Normative Feature,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.",['perfect']
Perceptual,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.","['one', 'one', 'one']"
Social Kind/Role,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.","['contestants', 'judges']"
Anthropomorphized,"We need one more letter to help judge the contestants, and you’ll be perfect!” said the Letter J to the Letter F. Without saying a word, the Letter F sat down next to the other judges and watched the letters perform, one by one.","['Letter J', 'Letter F', 'We', 'you', 'Letter F']"
Artifacts,"""To know the best time to do things, one must plan in advance,"" she said.",[]
Behavioral,"""To know the best time to do things, one must plan in advance,"" she said.","['plan', 'said']"
Biological Kind,"""To know the best time to do things, one must plan in advance,"" she said.","['she', 'one', 'things']"
Mental State,"""To know the best time to do things, one must plan in advance,"" she said.",['know']
Non-Living Kind,"""To know the best time to do things, one must plan in advance,"" she said.",['time']
Normative Feature,"""To know the best time to do things, one must plan in advance,"" she said.",['best']
Perceptual,"""To know the best time to do things, one must plan in advance,"" she said.",[]
Social Kind/Role,"""To know the best time to do things, one must plan in advance,"" she said.",[]
Anthropomorphized,"""To know the best time to do things, one must plan in advance,"" she said.",[]
Artifacts,"In the fall when it gets colder in the north, the monarchs fly south.",[]
Behavioral,"In the fall when it gets colder in the north, the monarchs fly south.","['gets', 'fly']"
Biological Kind,"In the fall when it gets colder in the north, the monarchs fly south.",['monarchs']
Mental State,"In the fall when it gets colder in the north, the monarchs fly south.",[]
Non-Living Kind,"In the fall when it gets colder in the north, the monarchs fly south.",['fall']
Normative Feature,"In the fall when it gets colder in the north, the monarchs fly south.",[]
Perceptual,"In the fall when it gets colder in the north, the monarchs fly south.",['colder']
Social Kind/Role,"In the fall when it gets colder in the north, the monarchs fly south.",[]
Anthropomorphized,"In the fall when it gets colder in the north, the monarchs fly south.",[]
Artifacts,"All through the hippo night, hippos play with great delight.",[]
Behavioral,"All through the hippo night, hippos play with great delight.",['play']
Biological Kind,"All through the hippo night, hippos play with great delight.","['hippo', 'hippos']"
Mental State,"All through the hippo night, hippos play with great delight.",['delight']
Non-Living Kind,"All through the hippo night, hippos play with great delight.",['night']
Normative Feature,"All through the hippo night, hippos play with great delight.",['great']
Perceptual,"All through the hippo night, hippos play with great delight.",[]
Social Kind/Role,"All through the hippo night, hippos play with great delight.",[]
Anthropomorphized,"All through the hippo night, hippos play with great delight.",[]
Artifacts,She lets me do what I like.,[]
Behavioral,She lets me do what I like.,['lets']
Biological Kind,She lets me do what I like.,"['I', 'me', 'She']"
Mental State,She lets me do what I like.,['like']
Non-Living Kind,She lets me do what I like.,[]
Normative Feature,She lets me do what I like.,[]
Perceptual,She lets me do what I like.,[]
Social Kind/Role,She lets me do what I like.,[]
Anthropomorphized,She lets me do what I like.,[]
Artifacts,BACK TO THE BEGINNING.,[]
Behavioral,BACK TO THE BEGINNING.,[]
Biological Kind,BACK TO THE BEGINNING.,[]
Mental State,BACK TO THE BEGINNING.,[]
Non-Living Kind,BACK TO THE BEGINNING.,[]
Normative Feature,BACK TO THE BEGINNING.,[]
Perceptual,BACK TO THE BEGINNING.,[]
Social Kind/Role,BACK TO THE BEGINNING.,[]
Anthropomorphized,BACK TO THE BEGINNING.,[]
Artifacts,The only one I'm really scared of is that VUG under the RUG.,['RUG']
Behavioral,The only one I'm really scared of is that VUG under the RUG.,[]
Biological Kind,The only one I'm really scared of is that VUG under the RUG.,"['I', 'VUG']"
Mental State,The only one I'm really scared of is that VUG under the RUG.,['scared']
Non-Living Kind,The only one I'm really scared of is that VUG under the RUG.,[]
Normative Feature,The only one I'm really scared of is that VUG under the RUG.,[]
Perceptual,The only one I'm really scared of is that VUG under the RUG.,['one']
Social Kind/Role,The only one I'm really scared of is that VUG under the RUG.,[]
Anthropomorphized,The only one I'm really scared of is that VUG under the RUG.,[]
Artifacts,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,['Phrases']
Behavioral,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,"['see', 'catch']"
Biological Kind,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,['fish']
Mental State,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,[]
Non-Living Kind,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,"['day', 'Lake']"
Normative Feature,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,[]
Perceptual,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,"['big', 'biggest', 'One']"
Social Kind/Role,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,['contest']
Anthropomorphized,One day there was a big contest to see who could catch the biggest fish in the Lake of Phrases.,[]
Artifacts,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.","['stain', 'hat']"
Behavioral,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",['said']
Biological Kind,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",['You']
Mental State,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",[]
Non-Living Kind,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",['lawn']
Normative Feature,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",[]
Perceptual,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",[]
Social Kind/Role,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.",[]
Anthropomorphized,"“That won’t do at all,” said the Letter P, “You wouldn’t let me on your lawn because I had a stain on my hat.","['I', 'me', 'Letter P']"
Artifacts,V is for violin.,['violin']
Behavioral,V is for violin.,[]
Biological Kind,V is for violin.,[]
Mental State,V is for violin.,[]
Non-Living Kind,V is for violin.,[]
Normative Feature,V is for violin.,[]
Perceptual,V is for violin.,[]
Social Kind/Role,V is for violin.,[]
Anthropomorphized,V is for violin.,[]
Artifacts,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Behavioral,"She watched the gardens grow, and she watched the apples turn red and ripen.","['grow', 'watched', 'watched', 'turn']"
Biological Kind,"She watched the gardens grow, and she watched the apples turn red and ripen.","['She', 'apples', 'she', 'gardens']"
Mental State,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Non-Living Kind,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Normative Feature,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Perceptual,"She watched the gardens grow, and she watched the apples turn red and ripen.","['red', 'ripen']"
Social Kind/Role,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Anthropomorphized,"She watched the gardens grow, and she watched the apples turn red and ripen.",[]
Artifacts,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.",[]
Behavioral,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.","['sewed', 'aware', 'speed', 'put', 'get', 'dragged', 'stirred']"
Biological Kind,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.","['they', 'he', 'him', 'stomach']"
Mental State,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.",[]
Non-Living Kind,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.","['them', 'stones']"
Normative Feature,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.",['greatest']
Perceptual,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.","['seven', 'haste']"
Social Kind/Role,"Then the seven kids dragged the stones thither with all speed, and put as many of them into his stomach as they could get in; and the mother sewed him up again in the greatest haste, so that he was not aware of anything and never once stirred.","['mother', 'kids']"
